"ID","Description","IATA_CODE","FIVE_CODE"
1305,"Colstrip, MT: Colstrip Airport","MT1",13497
1306,"Colton, CA: Morrow Field","RTO",14641
1307,"Columbia, CA: Columbia Airport","COA",11095
1308,"Columbia, MO: Columbia Regional","COU",11111
1309,"Columbia, SC: Columbia Metropolitan","CAE",10868
1310,"Columbia, SC: Jim Hamilton L. B. Owens","CUB",11176
1311,"Columbia, SC: McEntire Jngb","MMT",13397
1312,"Columbia, TN: Maury County","MRC",13464
1313,"Columbus, GA: Columbus Airport","CSG",11150
1314,"Columbus, GA: Lawson AAF","LSF",13077
1315,"Columbus, IN: Columbus Municipal","CLU",11058
1316,"Columbus, MS: Columbus-Lowndes County","UBS",15430
1317,"Columbus, MS: Columbus AFB","CBM",10894
1318,"Columbus, MS: Golden Triangle Regional","GTR",12007
1319,"Columbus, NE: Columbus Municipal","OLU",13869
1320,"Columbus, OH: Bolton Field","O3H",16739
1321,"Columbus, OH: Ohio State University","OSU",13958
1322,"Columbus, OH: Port Columbus International","CMH",11066
1323,"Columbus, OH: Rickenbacker International","LCK",12917
1324,"Colusa, CA: Colusa County","DQI",11389
1325,"Colville Lake, Canada: Colville Lake Tommy Kochon","YCK",16021
1326,"Comanche, TX: Comanche County-City","RQY",14617
1327,"Comayagua, Honduras: Coronel Enrique Soto Cano AB","XWX",11560
1328,"Comayagua, Honduras: Coronel Enrique Soto Cano AB","ENQ",11560
1329,"Comayagua, Honduras: Palmerola Air Base","XPL",15923
1330,"Comilla, Bangladesh: Comilla Airport","CLA",11038
1331,"Comiso, Italy: Comiso Airport","CIY",11017
1332,"Commerce, CA: Commerce Business Park Heliport","JBP",12454
1333,"Commerce/Montebello, CA: Commerce/Montebello Heliport","WBH",15722
1334,"Comodoro Rivadavia, Argentina: Comodoro Rivadavia Airport","CRD",11134
1335,"Comox, Canada: Comox Airport","YQQ",16172
1336,"Conakry, Guinea: Conakry Airport","CKY",11037
1337,"Conceicao Do Araguaia, Brazil: Conceicao Do Araguaia Airport","CDJ",10922
1338,"Concepcion, Bolivia: Concepcion Airport","CEP",10941
1339,"Concepcion, Chile: Carriel Sur International","CCP",10909
1340,"Concord, CA: Buchanan Field","CCR",10910
1341,"Concord, NH: Concord Municipal","CON",11106
1342,"Concordia, Argentina: Comodoro Pierrestegui","COC",11096
1343,"Concordia, Brazil: Olavo Cecco Rigon","CCI",10904
1344,"Concordia, KS: Blosser Municipal","CNK",11083
1345,"Condoto, Colombia: Mandinga","COG",11100
1346,"Congo Town, The Bahamas: Congo Town Airport","TZN",15417
1347,"Connaught, Ireland: Ireland West Airport Knock","NOC",13719
1348,"Connell, WA: Connell City","WQI",15821
1349,"Connersville, IN: Mettel Field","CEV",10946
1350,"Conroe, TX: Lone Star Executive","CXO",11219
1351,"Constanta, Romania: Rum Kogalniceanu","CND",11080
1352,"Constantine, Algeria: Constantine/Ain El Bey","CZL",11243
1353,"Contadora, Panama: Raul Arias Espinoza","OTD",13962
1354,"Conway, AR: Dennis F Cantrell Field","AR2",10346
1355,"Conway, SC: Conway-Horry County","SC3",14708
1356,"Coober Pedy, Australia: Coober Pedy Airport","CPD",11116
1357,"Cooch Behar, India: Cooch Behar Airport","COH",11101
1358,"Cookeville, TN: Putnam County","UXW",15537
1359,"Cooktown, Australia: Cooktown Airport","CTN",11168
1360,"Coolah, Australia: Coolah Airport","CLH",11045
1361,"Coolawanyah, Australia: Coolawanyah Airport","COY",11112
1362,"Cooma, Australia: Cooma Airport","OOM",13896
1363,"Coonabarabran, Australia: Coonabarabran Airport","COJ",11102
1364,"Coonamble, Australia: Coonamble Airport","CNB",11078
1365,"Cooper Lodge, AK: Quartz Creek","JLA",12509
1366,"Cootamundra, Australia: Cootamundra Airport","CMD",11062
1367,"Copalis, WA: Copalis State","XWE",15938
1368,"Copenhagen, Denmark: Kastrup","CPH",11118
1369,"Copenhagen, Denmark: Roskilde","RKE",14540
1370,"Copiapo, Chile: Desierto de Atacama","CPO",16403
1371,"Copper Center, AK: Copper Center 2","CZC",11238
1372,"Coral Harbour, Canada: Coral Harbour Airport","YZS",16277
1373,"Cordero Lodge, Canada: Cordero Lodge Airport","BC4",16602
1374,"Cordoba, Argentina: Ambrosio L. V. Taravella","COR",11108
1375,"Cordoba, Spain: Cordoba Airport","ODB",13816
1376,"Cordova, AK: Cordova Municipal","CKU",11034
1377,"Cordova, AK: Merle K Mudhole Smith","CDV",10926
1378,"Corfu, Greece: Ioannis Kapodistrias International","CFU",10959
1379,"Corinth, MS: Roscoe Turner","CRX",11147
1380,"Cork, Ireland: Cork Airport","ORK",13935
1381,"Corn Island, Nicaragua: Corn Island Airport","RNI",14568
1382,"Cornelio Procopio, Brazil: Cornelio Procopio Airport","CKO",16407
1383,"Corner Bay, AK: Corner Bay Airport","CBA",10886
1384,"Cornwall, Canada: Cornwall Regional","YCC",16015
1385,"Coro, Venezuela: Jose Leonardo Chirinos","CZE",11240
1386,"Coromandel, New Zealand: Coromandel Airport","CMV",11074
1387,"Corozal, Belize: Ranchito","CZH",11242
1388,"Corozal, Colombia: Las Brujas","CZU",11249
1389,"Corpus Christi, TX: Corpus Christi International","CRP",11140
1390,"Corpus Christi, TX: Corpus Christi NAS","NGP",13665
1391,"Corrientes, Argentina: Corrientes Airport","CNQ",11087
1392,"Corsicana, TX: C David Campbell Field-Corsicana Municipal","CRS",11143
1393,"Cortes Bay, Canada: Cortes Bay Airport","YCF",16017
1394,"Cortez, CO: Cortez Municipal","CEZ",10950
1395,"Cortina d'Ampezzo, Italy: Cortina d'Ampezzo Airport","CDF",10919
1396,"Cortland, NY: Cortland County Chase Field","CTX",11174
1397,"Corumba, Brazil: Corumba International","CMG",11065
1398,"Corvallis, OR: Corvallis Municipal","CVO",11198
1399,"Cosna River, AK: Cosna River Airport","A58",10071
1400,"Cotabato, Philippines: Cotabato Airport","CBO",10895
1401,"Coto 47, Costa Rica: Coto 47 Airport","OTR",13967
1402,"Cotonou, Benin: Card Bernardin Gadin de Cadjehoun International","COO",11107
1403,"Cottonwood, AZ: Cottonwood Airport","CTW",11173
1404,"Cotulla, TX: Cotulla-La Salle County","COT",11110
1405,"Council Bluffs, IA: Council Bluffs Municipal","CBF",10889
1406,"Council, AK: Council Airport","CIL",11008
1407,"Courchevel, France: Courchevel Airport","CVF",11192
1408,"Coventry, United Kingdom: Coventry Airport","CVT",11201
1409,"Covington, TN: Covington Municipal","RQG",14599
1410,"Cowra, Australia: Cowra Airport","CWT",11210
1411,"Cox's Bazar, Bangladesh: Cox's Bazar Airport","CXB",11212
1412,"Coyhaique, Chile: Teniente Vidal","GXQ",12047
1413,"Cozad, NE: Cozad Municipal","DQQ",11397
1414,"Cozumel, Mexico: Cozumel International","CZM",11244
1415,"Crafton Island, AK: Crafton Island Airport","CJI",11021
1416,"Craig, AK: Craig Seaplane Base","CGA",10961
1417,"Craig, CO: Craig-Moffat","CIG",11004
1418,"Craiova, Romania: Craiova Airport","CRA",11131
1419,"Cranbrook, Canada: Canadian Rockies International","YXC",16240
1420,"Crane Island, WA: Crane Island Airport","QCW",14377
1421,"Cranfield, United Kingdom: Cranfield Airport","UK1",16642
1422,"Crescent City, CA: Jack McNamara Field","CEC",10930
1423,"Cresswell Downs, Australia: Cresswell Downs Airport","CSD",11148
1424,"Crested Butte, CO: Buckhorn Ranch","CSE",11149
1425,"Crestone, CO: Baca Grande","BCJ",10514
1426,"Crestview, FL: Bob Sikes","CEW",10947
1427,"Crestview, FL: Duke Field","EGI",11504
1428,"Creswell, OR: Hobby Field","XXS",15976
1429,"Crisciuma, Brazil: Criciuma","CCM",10907
1430,"Crooked Creek, AK: Crooked Creek Airport","CKD",11028
1431,"Crooked Island, The Bahamas: Colonel Hill","CRI",11137
1432,"Crosbyton, TX: Crosbyton Municipal","8F3",10013
1433,"Cross City, FL: Cross City Airport","CTY",11175
1434,"Cross Lake, Canada: Cross Lake Airport","YCR",16026
1435,"Crossville, TN: Crossville Memorial-Whitson Field","CSV",11159
1436,"Crotone, Italy: Crotone Airport","CRV",11145
1437,"Cruz Alta, Brazil: Cruz Alta Airport","CZB",11237
1438,"Cruzeiro Do Sul, Brazil: Cruzeiro Do Sul Airport","CZS",11248
1439,"Cube Cove, AK: Cube Cove Airport","CUW",11188
1440,"Cucuta, Colombia: Camilo Daza","CUC",11177
1441,"Cue, Australia: Cue Airport","CUY",11189
1442,"Cuenca, Ecuador: Cuenca Airport","CUE",11178
1443,"Cuernavaca, Mexico: General Mariano Matamoros","CVJ",11194
1444,"Cuiaba, Brazil: Marechal Rondon International","CGB",10962
1445,"Culbertson, MT: Big Sky Field","FVN",11810
1446,"Culebra, PR: Benjamin Rivera Noriega","CPX",11126
1447,"Culiacan, Mexico: Culiacan International","CUL",11180
1448,"Culpeper, VA: Culpeper Regional","CJR",14371
1449,"Cumana, Venezuela: Cumana Airport","CUM",11181
1450,"Cumberland, MD: Greater Cumberland Regional","CBE",10888
1451,"Cuneo, Italy: Levaldigi","CUF",11179
1452,"Cunnamulla, Australia: Cunnamulla Airport","CMA",11060
1453,"Curitiba, Brazil: Afonso Pena","CWB",11204
1454,"Currituck, NC: Currituck County Regional","NC4",13622
1455,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport","UZU",15544
1456,"Cusco, Peru: Teniente Alejandro Velasco Astete International","CUZ",11190
1457,"Custer, SD: Custer County","VWF",15651
1458,"Cut Bank, MT: Cut Bank International","CTB",11162
1459,"Cutral-Co, Argentina: Cutral-Co Airport","CUT",11186
1460,"Cuxhaven, Germany: Nordholz-Spieka","NDZ",13644
1461,"Czestochowa, Poland: Rudniki","CZW",11250
1462,"Dabaa City, Egypt: Al Alamain International","DBB",11269
1463,"Dadaab, Kenya: Hagadera","FVF",11802
1464,"Daet, Philippines: Daet Airport","DAE",11255
1465,"Daggett, CA: Barstow/Daggett","DAG",11257
1466,"Dahl Creek, AK: Dahl Creek Airport","DCK",11280
1467,"Dakar, Senegal: Leopold Sedar Senghor International","DKR",11332
1468,"Dakhla Oasis, Egypt: Dakhla","DAK",11258
1469,"Dakhla, Morocco: Dakhla International","VIL",15600
1470,"Dalaman, Turkey: Dalaman Airport","DLM",11340
1471,"Dalat, Vietnam: Lienkhang","DLI",11338
1472,"Dalby, Australia: Dalby Airport","DBY",11277
1473,"Dalcahue, Chile: Mocopulli","MHC",16629
1474,"Dalhart, TX: Dalhart Municipal","DHT",11309
1475,"Dali City, China: Xiaguan","DLU",11343
1476,"Dalian, China: Zhoushuizi","DLC",11334
1477,"Dallas, TX: Addison","ADS",10171
1478,"Dallas, TX: Dallas Love Field","DAL",11259
1479,"Dallas/Fort Worth, TX: Dallas Executive","RBD",14465
1480,"Dallas/Fort Worth, TX: Dallas North","DNE",11355
1481,"Dallas/Fort Worth, TX: Dallas/Fort Worth International","DFW",11298
1482,"Dallas/Fort Worth, TX: Downtown Heliport","JDB",12463
1483,"Dallas/Fort Worth, TX: Fort Worth Alliance","AFW",10194
1484,"Dallas/Fort Worth, TX: Fort Worth Meacham International","FTW",11789
1485,"Dallas/Fort Worth, TX: Greater Southwest International","GSW",11999
1486,"Daloa, Cote d'Ivoire: Daloa Airport","DJO",11328
1487,"Dalton, GA: Dalton Municipal","DNN",11359
1488,"Damascus, Syria: Damascus International","DAM",11260
1489,"Dammam, Saudi Arabia: King Fahd International","QDM",14380
1490,"Dammam, Saudi Arabia: King Fahd International","DMM",14380
1491,"Danang, Vietnam: Danang International","DAD",11254
1492,"Danbury, CT: Danbury Municipal","DXR",11456
1493,"Danger Bay, AK: Danger Bay Airport","DGB",11299
1494,"Danielson, CT: Danielson Airport","CT5",16656
1495,"Danville, IL: Vermilion Regional","DNV",11363
1496,"Danville, KY: Stuart Powell Field","KY1",12859
1497,"Danville, VA: Danville Regional","DAN",11261
1498,"Daqing Shi, China: Saertu","DQA",16480
1499,"Dar Es Salaam, Tanzania: Julius Nyerere International","DAR",11262
1500,"Darlington, SC: Darlington County","UDG",15435
1501,"Darlington, United Kingdom: Durham Tees Valley","MME",13387
1502,"Daru, Papua New Guinea: Daru Airport","DAU",11264
1503,"Darwin, Australia: Darwin International","DRW",11417
1504,"Dashuipo, China: Dashuipo Airport","WEH",15738
1505,"Datong, China: Datong Airport","DAT",11263
1506,"Daup, Papua New Guinea: Daup Airport","DAF",11256
1507,"Dauphin, Canada: Dauphin Barker","YDN",16033
1508,"Davao, Philippines: Francisco Bangoy International","DVO",11449
1509,"Davenport, IA: Davenport Municipal","DVN",11448
1510,"David River, AK: David River Airport","WQW",15835
1511,"David, Panama: Enrique Malek International","DAV",11265
1512,"Davidson Creek, AK: Davidson Creek Airport","FQF",11739
1513,"Davis/Woodland/Winters, CA: Yolo County","DWA",11452
1514,"Dawson City, Canada: Dawson City Airport","YDA",16029
1515,"Dawson Creek, Canada: Dawson Creek Airport","YDQ",16035
1516,"Daxian, China: Daxian Airport","DAX",11266
1517,"Dayong, China: Hehua","DYG",11457
1518,"Dayton, OH: Dayton-Wright Brothers","MGY",13283
1519,"Dayton, OH: James M Cox/Dayton International","DAY",11267
1520,"Dayton, OH: Wright-Patterson AFB","FFO",11668
1521,"Daytona Beach, FL: Daytona Beach International","DAB",11252
1522,"De Kalb, IL: De Kalb Taylor Municipal","II3",12307
1523,"Deadfall, AK: Deadfall Air Strip","A98",10111
1524,"Deadhorse, AK: Badami","AA8",11381
1525,"Deadhorse, AK: Deadhorse Airport","SCC",14709
1526,"Deadhorse, AK: Inigok","FVZ",11822
1527,"Deadhorse1, AK: Point Thomson Airstrip","A1K",16668
1528,"Deadman's Cay, The Bahamas: Deadman's Cay Airport","LGI",12959
1529,"Deadmans Bay, AK: Deadmans Bay Airport","A02",10015
1530,"Dean River, Canada: Dean River Airport","YRD",16183
1531,"Dease Lake, Canada: Dease Lake Airport","YDL",16032
1532,"Death Valley, CA: Furnace Creek","DTH",11425
1533,"Deauville, France: Deauville Normandie","DOL",11371
1534,"Debra Marcos, Ethiopia: Debre Marcos","DBM",11271
1535,"Debra Tabor, Ethiopia: Debre Tabor","DBT",11275
1536,"Debrecen, Hungary: Debrecen Airport","DEB",11287
1537,"Decatur Island, WA: Decatur","DTR",11431
1538,"Decatur, AL: Pryor Field Regional","DCU",11282
1539,"Decatur, IL: Decatur Airport","DEC",11288
1540,"Decatur, WA: Decatur Shores","XXV",15979
1541,"Decorah, IA: Decorah Municipal","DEH",11289
1542,"Deep Bay, AK: Deep Bay Airport","A36",10049
1543,"Deer Harbor, WA: Deer Harbor Marina","DHB",16603
1544,"Deer Lake, Canada: Deer Lake Airport","YDF",16031
1545,"Deer Lodge, MT: Deer Lodge-City-County","VWW",15668
1546,"Deering, AK: Deering Airport","DRG",11411
1547,"Defiance, OH: Defiance Memorial","DFI",11297
1548,"Deir Ezzor, Syria: Al Jafrah/Deir Ezzor","DEZ",11296
1549,"Del Rio, TX: Del Rio International","DRT",11415
1550,"Del Rio, TX: Laughlin AFB","DLF",11335
1551,"Delaware, OH: Delaware Municipal Jim Moore Field","O4H",16740
1552,"Delhi, India: Indira Gandhi International","DEL",11290
1553,"Delhi, LA: Delhi Municipal","DQO",11395
1554,"Deline, Canada: Deline Airport","YWJ",16234
1555,"Delta Junction, AK: Delta Junction Airport","DJN",11327
1556,"Delta, CO: Blake Field","ZXY",16357
1557,"Delta, UT: Delta Municipal","DTA",11424
1558,"Dembi Dollo, Ethiopia: Dembi Dollo Airport","DEM",11291
1559,"Deming, NM: Deming Municipal","DMN",11348
1560,"Demopolis, AL: Demopolis Regional","AL5",16455
1561,"Denali, AK: Denali West Lodge Private","A84",10097
1562,"Deniliquin, Australia: Deniliquin Airport","DNQ",11361
1563,"Denizli, Turkey: Cardak","DNZ",11365
1564,"Denpasar, Indonesia: Gusti Ngurah Rai International","DPS",11380
1565,"Dent Island , Canada: Dent Island Lodge","BC5",16604
1566,"Denton, TX: Denton Enterprise","DTO",11430
1567,"Denver City, TX: Denver City Airport","TX2",15394
1568,"Denver, CO: Centennial","APA",10325
1569,"Denver, CO: Denver International","DEN",11292
1570,"Denver, CO: Front Range","FTG",11784
1571,"Dera Ghazi Khan, Pakistan: Dera Ghazi Khan International","DEA",11286
1572,"Dera Ismail Khan, Pakistan: D. I. Khan","DSK",11422
1573,"Derby, Australia: Curtin","DCN",16450
1574,"Derby, Australia: Derby Airport","DRB",11408
1575,"Derby, United Kingdom: East Midlands","EMA",11548
1576,"Des Moines, IA: Des Moines International","DSM",11423
1577,"Desolation Sound, Canada: Desolation Sound Marine Park","YDS",16036
1578,"Desroches, Seychelles: Desroches Airport","DES",11294
1579,"Dessie, Ethiopia: Dessie/Combolcha","DSE",11420
1580,"Destin, FL: Destin Executive","DSI",11421
1581,"Detroit Lakes, MN: Detroit Lakes-Wething Field","DTL",11427
1582,"Detroit, MI: Coleman A. Young Municipal","DET",11295
1583,"Detroit, MI: Detroit Metro Wayne County","DTW",11433
1584,"Detroit, MI: Detroit Metropolitan Area","DTT",11432
1585,"Detroit, MI: Willow Run","YIP",16091
1586,"Devils Lake, ND: Devils Lake Regional","DVL",11447
1587,"Devonport, Australia: Devonport Airport","DPO",11379
1588,"Dewar Lakes, Canada: Dewar Lakes Airport","YUW",16690
1589,"Dexter, ME: Dexter Regional","XWJ",15943
1590,"Dhahran, Saudi Arabia: King Abdulaziz AB","DHA",11304
1591,"Dhaka, Bangladesh: Hazrat Shahjalal International","DAC",11253
1592,"Dhala, Yemen: Dhala Airport","DHL",11307
1593,"Dhangadhi, Nepal: Dhangadhi Airport","DHI",11306
1594,"Dianopolis, Brazil: Dianopolis Airport","DNO",11360
1595,"Diavik, Canada: Diavik Airport","DVK",11446
1596,"Dibrugarh, India: Dibrugarh Airport","DIB",11311
1597,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional","DIK",11315
1598,"Diego Garcia, British Indian Ocean Territory: Diego Garcia Nsf","NKW",13699
1599,"Digby Island, Canada: Prince Rupert","YPR",16157
1600,"Dijon, France: Dijon Longvic","DIJ",11314
1601,"Dili, Timor-Leste: Presidente Nicolau Lobato International","DIL",11316
1602,"Dillingham, AK: Dillingham Airport","DLG",11336
1603,"Dillon, SC: Dillon County","DLL",11339
1604,"Dimapur, India: Manipur Road","DMU",11350
1605,"Dinard, France: Dinard Pleurtuit St Malo","DNR",11362
1606,"Dinsmore, CA: Dinsmore Airport","WQE",15817
1607,"Diomede Island, AK: Diomede Heliport","DIO",11317
1608,"Dipolog, Philippines: Dipolog Airport","DPL",11378
1609,"Dire Dawa, Ethiopia: Aba Tenna Dejazmatch Yilma","DIR",11318
1610,"Dirranbandi, Australia: Dirranbandi Airport","DRN",11412
1611,"Distin Lake, AK: Distin Lake Airport","A47",10060
1612,"Diu, India: Diu Airport","DIU",11320
1613,"Divo, Cote d'Ivoire: Divo Airport","DIV",11321
1614,"Diyarbakir, Turkey: Diyarbakir Airport","DIY",11322
1615,"Djanet, Algeria: Tiska","DJG",11325
1616,"Djerba, Tunisia: Djerba Airport","DJE",11324
1617,"Djibouti, Djibouti: Djibouti Ambouli","JIB",12496
1618,"Dnipropetrovsk, Ukraine: Dnipropetrovsk International","DNK",11357
1619,"Dodge City, KS: Dodge City Regional","DDC",11283
1620,"Dodoma, Tanzania: Dodoma Airport","DOD",11366
1621,"Doha, Qatar: Al Udeid AB","IUD",15968
1622,"Doha, Qatar: Doha International","DOH",11369
1623,"Dolisie, Congo (Brazaville): Dolisie Airport","DIS",11319
1624,"Dolomi, AK: Dolomi Airport","DLO",11341
1625,"Donetsk, Ukraine: Donetsk International","DOK",11370
1626,"Dongola, Sudan: Dongola Airport","DOG",11368
1627,"Donlin Creek Mine, AK: Donlin Creek Mine Airport","FVQ",11813
1628,"Dora Bay, AK: Dora Bay Airport","DOF",11367
1629,"Dorado, PR: Dorado Airport","DDP",11284
1630,"Doris Lake, Canada: Doris Lake Airport","NU1",16707
1631,"Doro, South Sudan: Doro Airport","OD1",16626
1632,"Dorris, CA: Butte Valley","WQH",15820
1633,"Dortmund, Germany: Dortmund Airport","DTM",11428
1634,"Dos Lagunas, Guatemala: Dos Lagunas Airport","DON",11373
1635,"Dothan, AL: Dothan Regional","DHN",11308
1636,"Douala, Cameroon: Douala Airport","DLA",11333
1637,"Doug Carney Strip, AK: Doug Carney Strip Airport","OQW",13921
1638,"Douglas, AZ: Bisbee Douglas International","DUG",11440
1639,"Douglas, WY: Converse County","DGW",11303
1640,"Dourados, Brazil: Dourados Airport","DOU",11374
1641,"Dover-Cheswold, DE: Delware Airpark","DE3",16666
1642,"Dover, DE: Dover AFB","DOV",11375
1643,"Dowagiac, MI: Dowagiac Municipal","MI6",16683
1644,"Downtown, CA: Downtown Airport","WBY",15728
1645,"Doylestown, PA: Doylestown Airport","DYL",16748
1646,"Dracena, Brazil: Dracena Airport","QDC",14379
1647,"Dresden, Germany: Dresden Airport","DRS",11414
1648,"Drift River, AK: Drift River Airport","DRF",11410
1649,"Driftwood Bay, AK: Driftwood Bay Airport","A22",10035
1650,"Driggs, ID: Driggs-Reed Memorial","ID1",16445
1651,"Driggs, ID: Teton Peaks","XWW",15956
1652,"Drummond Island, MI: Drummond Island Airport","DRE",11409
